Tipo_Fundo_Classe;CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Entrega;Nome_Fundo_Classe;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
Classe;50.716.077/0001-30;2026-01-01;1;2026-02-13;CAMPREV PREV FII;2024-12-06;INVESTIDOR QUALIFICADO;BRFIICCTF009;500000005738;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;50.718.891/0001-94;2026-01-01;1;2026-02-13;FOF JHSF PRIV FII RL;2023-06-05;INVESTIDOR PROFISSIONAL;BR0FRACTF008;1435128;N;N;;Shoppings;Definida;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;50.718.976/0001-72;2026-01-01;1;2026-02-13;JHSF CAP INST FII RL;2023-06-19;INVESTIDOR PROFISSIONAL;BR0FPZCTF009;1317717;N;N;;Shoppings;Definida;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;50.750.438/0001-65;2026-01-01;1;2026-02-12;RIZA DOMUS FII;2023-05-19;INVESTIDORES EM GERAL;BRRZDSCTF005;32742817;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;N;S;N;S;S;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
Classe;50.808.042/0001-21;2026-01-01;1;2026-02-13;VBI TR FARIA LIMA 4440 FI IMOB;2024-04-18;INVESTIDOR QUALIFICADO;BRFLFLCTF000;3454262;N;N;;Escritórios;Ativa;Indeterminado;;28/06;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;50.876.919/0001-11;2026-01-01;1;2026-02-13;ARC IV FUNDO DE INVESTIMENTO IMOBILIARIO;2023-10-03;INVESTIDOR PROFISSIONAL;BR0FQKCTF009;11095.6440709;N;N;;Multicategoria;Ativa;Indeterminado;2029-03-12;31/12;N;N;S;N;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;50.918.320/0001-01;2026-01-01;1;2026-02-12;FII PIEMONTESE;2024-06-28;INVESTIDOR QUALIFICADO E PROFISSIONAL;BR0KSLCTF003;55920.0001;N;N;;Multicategoria;Definida;Indeterminado;;31/12;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Avenida Paulista;1793;2º Andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;11 3563-4389;11 3563-4318;www.daycoval.com.br/investimentos/servicos-fiduciarios;informes.regulatorios@bancodaycoval.com.br
Classe;50.939.923/0001-81;2026-01-01;1;2026-02-11;GREY EAGLE FUNDO DE INVESTIMENTO IMOBILIARIO;2023-06-15;INVESTIDORES EM GERAL;BR0FYRCTF008;13338.82034475;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3.732;11º e 12º andar;Itaim Bibi;São Paulo;SP;04538-132;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;50.940.230/0001-09;2026-01-01;1;2026-02-11;BLACK BRIDGE FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-06-16;INVESTIDORES EM GERAL;BR0FYACTF004;19377.06202223;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3.732;11º e 12º andar;Itaim Bibi;São Paulo;SP;04538-132;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;50.957.247/0001-79;2026-01-01;1;2026-02-06;BASSANO DI GRAPPO FII;2023-06-12;INVESTIDOR PROFISSIONAL;;593076.13;N;N;;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;51.067.062/0001-51;2026-01-01;1;2026-02-11;HOP FUNDO DE INVESTIMENTO IMOBILIARIO;2023-06-26;INVESTIDORES EM GERAL;BR0G04CTF006;42470.90603969;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3.732;11º e 12º andar;Itaim Bibi;São Paulo;SP;04538-132;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;51.192.125/0001-00;2026-01-01;2;2026-02-24;MORE CRED IMOB FII;2023-08-15;INVESTIDORES EM GERAL;BR0G12CTF009;10387333;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;N;N;N;N;S;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;51.226.569/0001-00;2026-01-01;1;2026-02-18;MINESOTTA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESP LTDA;2023-08-01;INVESTIDOR PROFISSIONAL;BR0I6MCTF003;14183.1882;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOSLTDA;67030395000146;AVENIDA BRIGADEIRO FARIA LIMA;3732;14° ANDAR;ITAIM BIBI;São Paulo;SP;04538133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;51.226.569/0001-00;2026-02-01;1;2026-03-06;MINESOTTA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESP LTDA;2023-08-01;INVESTIDOR PROFISSIONAL;BR0I6MCTF003;14183.18828975;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOSLTDA;67030395000146;AVENIDA BRIGADEIRO FARIA LIMA;3732;14° ANDAR;ITAIM BIBI;São Paulo;SP;04538133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;51.294.441/0001-84;2026-01-01;2;2026-02-11;ITAÚ CRÉDITO IMOBILIÁRIO IPCA FII;2023-10-03;INVESTIDORES EM GERAL;BRICRICTF004;3857359;N;N;;Outros;Ativa;Indeterminado;;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
Classe;51.295.092/0001-15;2026-01-01;1;2026-02-17;LEGATUM FUNDO DE INVESTIMENTO IMOBILIÁRIO RESP LIMITADA;2023-12-29;INVESTIDOR PROFISSIONAL;;4774.48535096;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;N;N;S;N;N;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;16695922000109;AV PRES JUSCELINO KUBITSCHEK;1726;19 ANDAR;VILA NOVA CONCEICAO;SÃO PAULO;SP;04543000;11 4637 6633;;;WWW.IDSF.COM.BR;administracao@idsf.com.br
Classe;51.303.221/0001-70;2026-01-01;1;2026-02-09;THOR FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-07-18;INVESTIDOR PROFISSIONAL;;665860124003991;N;N;;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;40434681000110;Rua Dr. Rubens Gomes Bueno;691;Conjunto 131;Várzea de Baixo;SÃO PAULO;SP;04730-903;+55 (11) 2626-9780;;;https://azumidtvm.com.br/;atendimento@azumidtvm.com.br
Classe;51.303.221/0001-70;2026-02-01;1;2026-03-02;THOR FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-07-18;INVESTIDOR PROFISSIONAL;;667550124003991;N;N;;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;40434681000110;Rua Dr. Rubens Gomes Bueno;691;Conjunto 131;Várzea de Baixo;SÃO PAULO;SP;04730-903;+55 (11) 2626-9780;;;https://azumidtvm.com.br/;atendimento@azumidtvm.com.br
Classe;51.326.818/0001-30;2026-01-01;1;2026-02-12;MOEMA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-12-15;INVESTIDOR PROFISSIONAL;BR0HJSCTF003;32000;N;N;;Multicategoria;Ativa;Indeterminado;;29/12;S;S;N;S;S;.BANCO DAYCOVAL S/A;62232889000190;Avenida Paulista;1793;2º Andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;11 3563-4389;11 3563-4318;www.daycoval.com.br/investimentos/servicos-fiduciarios;informes.regulatorios@bancodaycoval.com.br
Classe;51.381.999/0001-05;2026-01-01;1;2026-02-11;FUNDO DE INVESTIMENTO IMOBILIARIO ENSEADA;2023-07-28;INVESTIDOR PROFISSIONAL;BR0I6ICTF001;6798.5813;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3.732;11º e 12º andar;Itaim Bibi;São Paulo;SP;04538-132;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;51.385.048/0001-04;2026-01-01;1;2026-02-12;FII XP GRUPO CARNAÚBA;2023-07-11;INVESTIDOR QUALIFICADO;BRXPGCCTF001;211547;N;N;;Multicategoria;Ativa;Determinado;2031-09-05;31/12;S;S;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
Classe;51.385.174/0001-50;2026-01-01;1;2026-02-12;HEDGE YEES HABITAÇÕES ECONÔMICAS FII;2024-02-01;INVESTIDORES EM GERAL;BRYEESCTF004;239955;N;N;;Residencial;Ativa;Determinado;2031-02-01;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;51.392.366/0001-94;2026-01-01;1;2026-02-13;CERRO VERDE FUNDO DE INVESTIMENTO IMOBILIÁRIO.;2023-07-12;INVESTIDOR PROFISSIONAL;BR0G3VCTF003;32847.159109;S;N;;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;LIONS TRUST DTVM LTDA.;40768766000135;AVENIDA BRIGADEIRO FARIA LIMA;2012;14 ANDAR CJ 141;JARDIM PAULISTANO;SÃO PAULO;SP;01451919;11 50535880;;;https://www.lionstrust.com.br/;lionstrust@lionstrust.com.br
Classe;51.407.683/0001-37;2026-01-01;1;2026-02-18;FUNDO DE INVESTIMENTO IMOBILIÁRIO VANCOUVER RESP LTDA;2023-08-07;INVESTIDOR PROFISSIONAL;BR0I6LCTF005;8028.2219;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOSLTDA;67030395000146;AVENIDA BRIGADEIRO FARIA LIMA;3732;14° ANDAR;ITAIM BIBI;São Paulo;SP;04538133;0800 930 0930;;;trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;51.407.683/0001-37;2026-02-01;1;2026-03-06;FUNDO DE INVESTIMENTO IMOBILIÁRIO VANCOUVER RESP LTDA;2023-08-07;INVESTIDOR PROFISSIONAL;BR0I6LCTF005;8028.2219259;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOSLTDA;67030395000146;AVENIDA BRIGADEIRO FARIA LIMA;3732;14° ANDAR;ITAIM BIBI;São Paulo;SP;04538133;0800 930 0930;;;trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;51.413.518/0001-98;2026-01-01;1;2026-02-12;BLUECAP LAST MILE I FII RESP LTDA;2024-12-17;INVESTIDORES EM GERAL;;10000;N;N;;Multicategoria;Definida;Indeterminado;;30/06;N;N;S;N;N;.BANCO DAYCOVAL S/A;62232889000190;Avenida Paulista;1793;2º Andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;11 3563-4389;11 3563-4318;www.daycoval.com.br/investimentos/servicos-fiduciarios;informes.regulatorios@bancodaycoval.com.br
Classe;51.416.131/0001-95;2026-01-01;1;2026-02-18;FUNDO DE INVESTIMENTO IMOBILIÁRIO TORONTO RESP LTDA;2023-08-07;INVESTIDOR PROFISSIONAL;BR0I6KCTF007;10870.6957;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOSLTDA;67030395000146;AVENIDA BRIGADEIRO FARIA LIMA;3732;14° ANDAR;ITAIM BIBI;São Paulo;SP;04538133;(11)3842-1122;(11)3842-1122;;trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;51.416.131/0001-95;2026-02-01;1;2026-03-06;FUNDO DE INVESTIMENTO IMOBILIÁRIO TORONTO RESP LTDA;2023-08-07;INVESTIDOR PROFISSIONAL;BR0I6KCTF007;10870.6957;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOSLTDA;67030395000146;AVENIDA BRIGADEIRO FARIA LIMA;3732;14° ANDAR;ITAIM BIBI;São Paulo;SP;04538133;(11)3842-1122;(11)3842-1122;;trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;51.472.985/0001-99;2026-01-01;1;2026-02-12;AJ MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-07-17;INVESTIDORES EM GERAL;BRAJFICTF001;31625978;N;N;;Shoppings;Ativa;Indeterminado;;30/06;S;S;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
Classe;51.476.870/0001-72;2026-01-01;1;2026-02-17;DELTA FUNDO DE INVESTIMENTO IMOBILIARIO;2023-08-03;INVESTIDOR PROFISSIONAL;;975576.21427652;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;N;N;S;N;N;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;16695922000109;AV PRES JUSCELINO KUBITSCHEK;1726;19 ANDAR;VILA NOVA CONCEICAO;SÃO PAULO;SP;04543000;11 4637 6633;;;WWW.IDSF.COM.BR;administracao@idsf.com.br
Classe;51.601.636/0001-20;2026-01-01;1;2026-02-12;CYRELA HEDGE - FII;2024-01-04;INVESTIDOR QUALIFICADO E PROFISSIONAL;BRCYHFCTF008;21021208;N;N;;Multicategoria;Definida;Indeterminado;;30/06;S;S;N;S;S;.BANCO DAYCOVAL S/A;62232889000190;Avenida Paulista;1793;2º Andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;11 3563-4389;11 3563-4318;www.daycoval.com.br/investimentos/servicos-fiduciarios;informes.regulatorios@bancodaycoval.com.br
Classe;51.646.298/0001-42;2026-01-01;1;2026-02-12;SAM - SANTANDER PAPEIS IMOBILIARIOS FII RL;2023-10-18;INVESTIDORES EM GERAL;BRSAPICTF001;29563321;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;SANTANDER CACEIS BRASIL DTVM S.A.;62318407000119;Rua Amador Bueno;474;;Santo Amaro;São Paulo;SP;04752-005;(11) 5538-5489;;;www.s3dtvm.com.br;SC_fundosimobiliarios@s3caceis.com.br
Classe;51.665.327/0001-13;2026-01-01;1;2026-02-12;AZ PANORAMA CRÉDITO IMOBILIÁRIO FII;2023-08-02;INVESTIDORES EM GERAL;BRAZPRCTF007;14963704;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;S;S;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
Classe;51.666.294/0001-26;2026-01-01;1;2026-02-13;BRPR E-TOWER FII SUB;2024-01-02;INVESTIDOR QUALIFICADO;BRBETWCTF002;2504500;N;N;;Escritórios;Definida;Determinado;2028-08-02;30/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;51.672.980/0001-00;2026-01-01;1;2026-02-11;OLSEN FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-09-29;INVESTIDOR PROFISSIONAL;BR0I6NCTF001;9248.3457;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3.732;11º e 12º andar;Itaim Bibi;São Paulo;SP;04538-132;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;51.710.043/0001-00;2026-01-01;2;2026-02-11;LAVOURA I FIAGRO IMOBILIÁRIO;2023-10-25;INVESTIDOR QUALIFICADO;BRLAFICTF007;771287;N;S;;Outros;Ativa;Indeterminado;;31/12;N;S;N;N;S;BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;44077014000189;RUA SURUBIM;577;CONJ. 101;CIDADE MONÇÕES;SÃO PAULO;SP;04571-050;(11) 5508-3500;;;www.brcapital.com.br;fundos@brcapital.com.br
Classe;51.734.924/0001-52;2026-01-01;1;2026-02-12;KINEA DESENVOLVIMENTO LOGÍSTICO FII;2023-12-15;INVESTIDOR QUALIFICADO;BRKLOGCTF002;401399022;N;N;;Logística;Ativa;Determinado;2029-12-15;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
Classe;51.753.261/0001-13;2026-01-01;1;2026-02-09;JALAPÃO FII RESP LIMITADA;2023-09-27;INVESTIDOR QUALIFICADO;;10113.5522;N;N;;Residencial;Ativa;Determinado;2035-09-30;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;51.786.271/0001-55;2026-01-01;1;2026-02-13;RAIZZ DESENV FII;2023-09-29;INVESTIDOR PROFISSIONAL;BRRZZVCTF002;173540;N;N;;Logística;Ativa;Indeterminado;;30/06;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;51.802.350/0001-02;2026-01-01;1;2026-02-13;VBI CRED MULT FII RL;2023-10-05;INVESTIDORES EM GERAL;BR0GOKCTF010;3492678;N;N;;Multicategoria;Ativa;Determinado;2028-10-05;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;51.817.522/0001-11;2026-01-01;1;2026-02-13;BRIO REAL ESTATE V - FII;2024-10-04;INVESTIDOR QUALIFICADO;BRBIPECTF009;55163;N;N;;Outros;Ativa;Determinado;2031-10-04;30/06;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;51.868.778/0001-58;2026-01-01;1;2026-02-12;PARAMIS HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2023-11-13;INVESTIDORES EM GERAL;BRPMISCTF006;14803242;N;N;;Outros;Ativa;Indeterminado;;31/12;S;S;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
Classe;51.870.412/0001-13;2026-01-01;1;2026-02-13;FATOR VERITA MULTIESTRATÉGIA FII;2023-11-17;INVESTIDORES EM GERAL;BRVRTMCTF003;46971245;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;BANCO FATOR S.A.;33644196000106;Rua Dr. Renato Paes de Barros;1017;12º ANDAR;Itaim Bibi;São Paulo;SP;04530-001;(11) 3049-9100;;;www.fator.com.br;fundosimobiliarios@fator.com.br
Classe;51.889.479/0001-08;2026-01-01;1;2026-02-02;FLORESTA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2024-01-24;INVESTIDOR PROFISSIONAL;BR0MPRCTF002;137040.09219538;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;S;N;N;S;N;MONETAR DTVM;12063256000127;Rua Joaquim Floriano, nº 100, 18º andar, Itaim Bibi, SP, CEP 4534000;100;18;ITAIM BIBI;SÃO PAULO;SP;4534000;(011) 3165-6000;;;www.terrainvestimentos.com.br;admfundos@terrainvestimentos.com.br
Classe;51.889.479/0001-08;2026-02-01;1;2026-03-03;FLORESTA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2024-01-24;INVESTIDOR PROFISSIONAL;BR0MPRCTF002;137040.09219538;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;S;N;N;S;N;MONETAR DTVM;12063256000127;Rua Joaquim Floriano, nº 100, 18º andar, Itaim Bibi, SP, CEP 4534000;100;18;ITAIM BIBI;SÃO PAULO;SP;4534000;(011) 3165-6000;;;www.terrainvestimentos.com.br;admfundos@terrainvestimentos.com.br
Classe;51.890.054/0001-00;2026-01-01;2;2026-02-20;AZ QUEST PANORAMA LOGISTICA FII RESP LIM;2024-06-05;INVESTIDORES EM GERAL;BRAZPLCTF000;41922689;N;N;;Logística;Definida;Indeterminado;;31/12;S;S;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Avenida Paulista;1793;2º Andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;11 3563-4389;11 3563-4318;www.daycoval.com.br/investimentos/servicos-fiduciarios;informes.regulatorios@bancodaycoval.com.br
Classe;51.951.316/0001-08;2026-01-01;1;2026-02-13;MERCURY FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-12-08;INVESTIDOR PROFISSIONAL;;111529822.026922;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;N;N;S;N;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA REBOUÇAS;2942;7º AO 12º ANDAR;PINHEIROS;SÃO PAULO;SP;05402-500;(11) 2827-3500;;;https://qitech.com.br/dtvm/;fii.adm@QITECH.com.br
Classe;51.991.587/0001-89;2026-01-01;1;2026-02-06;BTW 001 FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-09-29;INVESTIDOR PROFISSIONAL;BR0GMHCTF002;209930.76447951;S;N;;Multicategoria;Ativa;Indeterminado;;30/06;N;S;N;N;S;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;inforegulatorio@planner.com.br
Classe;51.991.713/0001-03;2026-01-01;1;2026-02-13;BRIO COINVESTIMENTO JARDINS FII;2023-10-06;INVESTIDORES EM GERAL;;10500;N;N;;Outros;Ativa;Determinado;2030-10-31;30/06;N;S;N;N;S;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;52.101.897/0001-43;2026-01-01;1;2026-02-12;FII ZAVIT CRÉDITO IMOBILIÁRIO;2023-09-28;INVESTIDOR PROFISSIONAL;BRZAVCCTF007;3582421;N;N;;Outros;Ativa;Indeterminado;;28/06;S;N;N;S;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
